k1,k2,lambda,val_mAP
18,7,0.6,0.9678672127281007
30,10,0.6,0.9678671595261028
20,7,0.6,0.9678667657427861
17,2,0.5210526315789473,0.9678667027348663
26,10,0.6,0.9678666995512538
29,5,0.3894736842105263,0.9678666419982637
29,4,0.4157894736842105,0.9678665347828286
30,1,0.23157894736842105,0.9678665298618767
28,9,0.46842105263157896,0.9678663374716062
25,8,0.4157894736842105,0.9678662955060338
28,11,0.5736842105263158,0.9678662295740956
28,6,0.31052631578947365,0.967866052098394
29,1,0.15263157894736842,0.967865877722931
21,7,0.5473684210526315,0.9678653265874783
31,2,0.46842105263157896,0.9678652909387749
27,2,0.17894736842105263,0.9678652346244399
34,1,0.28421052631578947,0.9678651450410377
19,7,0.5736842105263158,0.9678650952871009
34,7,0.46842105263157896,0.967865089195607
30,2,0.4157894736842105,0.9678650344823886
25,9,0.46842105263157896,0.9678643462162274
30,9,0.5473684210526315,0.9678642865906442
24,9,0.49473684210526314,0.9678640913755258
18,7,0.5736842105263158,0.9678640229270111
26,10,0.5736842105263158,0.9678637258877241
22,7,0.3894736842105263,0.967863722833574
29,9,0.5210526315789473,0.9678636700427234
17,5,0.44210526315789467,0.9678634900606162
33,9,0.5473684210526315,0.9678632904761847
19,7,0.6,0.9678632743337063
21,3,0.5736842105263158,0.9678632493979002
23,2,0.5736842105263158,0.9678632210186642
26,11,0.6,0.967863125811852
28,4,0.3894736842105263,0.9678626518564923
27,6,0.3368421052631579,0.9678625563043385
22,8,0.46842105263157896,0.9678625282987017
26,6,0.3894736842105263,0.9678624597366499
28,10,0.5736842105263158,0.9678624318329746
22,6,0.3894736842105263,0.9678624033565836
27,11,0.5210526315789473,0.9678623734528784
24,3,0.49473684210526314,0.9678622827102648
32,9,0.5473684210526315,0.9678621415107246
13,2,0.5736842105263158,0.9678620562024338
32,5,0.4157894736842105,0.9678620170074803
18,6,0.3894736842105263,0.9678619251791752
25,11,0.6,0.967861409462351
31,5,0.3894736842105263,0.9678613407212814
18,3,0.3894736842105263,0.9678612767379918
16,6,0.5736842105263158,0.9678612665783342
28,2,0.15263157894736842,0.9678611735035197
23,11,0.5736842105263158,0.9678611363176739
22,3,0.49473684210526314,0.9678610854844447
34,1,0.20526315789473684,0.9678610324030096
30,4,0.44210526315789467,0.9678610209879166
19,3,0.4157894736842105,0.9678609886579439
34,4,0.3894736842105263,0.9678608664458517
24,1,0.3631578947368421,0.9678602108811413
30,9,0.5210526315789473,0.9678601989536942
14,2,0.4157894736842105,0.967860195416865
17,6,0.49473684210526314,0.967860093618007
17,1,0.46842105263157896,0.9678600554239952
21,5,0.46842105263157896,0.9678597103219956
31,4,0.46842105263157896,0.9678593404183433
17,1,0.44210526315789467,0.9678593298885131
25,6,0.3894736842105263,0.9678590553177596
25,10,0.5736842105263158,0.9678589759347346
33,9,0.5210526315789473,0.9678589476041107
24,11,0.6,0.9678589441562941
22,4,0.3631578947368421,0.967858698866278
13,3,0.5736842105263158,0.9678584422855894
21,6,0.5473684210526315,0.9678584045852348
32,1,0.3894736842105263,0.9678583953787258
34,6,0.3368421052631579,0.9678582809735933
20,7,0.5473684210526315,0.9678582617383997
17,1,0.4157894736842105,0.9678579365463015
33,2,0.3894736842105263,0.9678577744474571
27,6,0.31052631578947365,0.9678575848267815
23,10,0.6,0.9678575531508059
17,1,0.3894736842105263,0.9678575324905777
33,6,0.28421052631578947,0.9678575012231008
26,11,0.5736842105263158,0.9678572609864787
27,12,0.6,0.9678572339310619
29,11,0.5736842105263158,0.9678572243531983
26,7,0.4157894736842105,0.9678569720793084
17,1,0.3631578947368421,0.9678569648870281
17,1,0.3368421052631579,0.9678569039363368
25,5,0.4157894736842105,0.9678568760696181
33,7,0.44210526315789467,0.967856713411698
19,1,0.23157894736842105,0.9678565796917407
22,9,0.5210526315789473,0.9678563878702466
17,1,0.31052631578947365,0.9678563098538953
17,1,0.28421052631578947,0.9678561645743246
32,5,0.3894736842105263,0.967856054698008
17,1,0.2578947368421053,0.9678560356157028
32,4,0.46842105263157896,0.9678558694592823
17,1,0.23157894736842105,0.9678557951964286
14,6,0.6,0.9678552884065853
17,1,0.20526315789473684,0.9678550081914359
28,12,0.6,0.9678548228895397
29,6,0.3368421052631579,0.9678547152028403
26,10,0.5473684210526315,0.9678545557357765
21,4,0.4157894736842105,0.9678543900284394
28,5,0.3368421052631579,0.9678543259500029
30,5,0.3894736842105263,0.9678542568721754
21,7,0.5210526315789473,0.9678541094183438
19,5,0.3368421052631579,0.967854107237126
25,11,0.5736842105263158,0.9678539214930468
12,3,0.6,0.967853902362105
21,5,0.44210526315789467,0.9678538120917511
17,1,0.17894736842105263,0.9678537054949751
21,6,0.5210526315789473,0.967853409540864
22,11,0.6,0.9678532917747816
28,4,0.3631578947368421,0.9678531921890701
26,5,0.4157894736842105,0.9678528962772569
34,3,0.46842105263157896,0.9678528537461275
21,8,0.6,0.9678526396912128
33,11,0.6,0.9678523662765014
31,10,0.6,0.9678523609656529
29,1,0.12631578947368421,0.9678522029944099
19,2,0.3368421052631579,0.9678520604311188
17,1,0.15263157894736842,0.9678520525420312
24,10,0.6,0.9678520055691257
34,5,0.3631578947368421,0.9678518969047012
34,1,0.23157894736842105,0.9678517993808551
20,4,0.4157894736842105,0.9678516097392976
28,2,0.20526315789473684,0.9678515387930852
30,6,0.3631578947368421,0.9678515365288395
16,2,0.3894736842105263,0.9678515353396793
22,8,0.44210526315789467,0.9678514898444086
17,1,0.12631578947368421,0.9678514848088293
26,2,0.49473684210526314,0.9678514341750905
22,2,0.46842105263157896,0.9678511190894442
29,2,0.3368421052631579,0.967851117024207
24,11,0.5736842105263158,0.9678510329593496
14,2,0.3894736842105263,0.9678509520404632
23,3,0.49473684210526314,0.96785089289224
18,2,0.3368421052631579,0.9678507350966423
28,3,0.4157894736842105,0.967850562037753
15,8,0.6,0.9678505346872374
32,2,0.46842105263157896,0.9678504461671504
32,6,0.3631578947368421,0.9678503955981591
15,3,0.44210526315789467,0.9678503713075457
29,9,0.49473684210526314,0.9678503371014044
23,9,0.46842105263157896,0.9678502878352727
27,10,0.5210526315789473,0.9678502219573321
31,11,0.6,0.9678501793369446
25,1,0.3894736842105263,0.9678501390906086
33,4,0.3631578947368421,0.9678497189281275
29,5,0.3631578947368421,0.9678496773924158
29,10,0.5736842105263158,0.9678492390202594
20,5,0.44210526315789467,0.9678490227573893
28,10,0.5473684210526315,0.9678484978289819
30,11,0.5736842105263158,0.96784846593275
31,9,0.5210526315789473,0.967847934508239
21,6,0.49473684210526314,0.9678475664028763
17,6,0.46842105263157896,0.9678473437393054
24,6,0.3894736842105263,0.9678468837676254
25,2,0.5210526315789473,0.9678467969993247
15,2,0.3368421052631579,0.9678467723581057
17,7,0.6,0.9678465855369683
31,3,0.49473684210526314,0.9678465781123565
22,8,0.4157894736842105,0.9678465711709485
31,9,0.49473684210526314,0.96784653940191
28,11,0.5473684210526315,0.967846536253633
28,2,0.17894736842105263,0.9678465061750531
24,9,0.46842105263157896,0.9678464796059852
18,5,0.3368421052631579,0.9678462353916915
20,7,0.5210526315789473,0.9678461053320364
29,12,0.6,0.96784589968203
24,7,0.3894736842105263,0.9678458488722276
31,4,0.44210526315789467,0.9678458353738508
34,2,0.3631578947368421,0.9678456560179562
22,9,0.49473684210526314,0.9678456215004123
26,4,0.44210526315789467,0.9678455819040225
30,12,0.6,0.9678455555442591
33,9,0.49473684210526314,0.9678454775062951
23,2,0.5473684210526315,0.9678454722528865
23,11,0.5473684210526315,0.9678454028409287
17,3,0.49473684210526314,0.9678452169736403
19,7,0.5473684210526315,0.9678451205966766
32,11,0.6,0.9678450199443438
19,3,0.3894736842105263,0.9678449670928715
16,3,0.44210526315789467,0.9678448993661725
33,4,0.3368421052631579,0.9678448953500042
25,10,0.5473684210526315,0.967844505887157
31,6,0.3631578947368421,0.9678443775010053
21,1,0.23157894736842105,0.967844322151449
24,2,0.5210526315789473,0.9678442950473961
18,7,0.5473684210526315,0.9678441964450464
29,11,0.5473684210526315,0.967844077589088
34,9,0.6,0.967843799704828
29,7,0.4157894736842105,0.967843773782672
25,7,0.4157894736842105,0.9678436679668586
20,3,0.5473684210526315,0.9678435086809738
15,6,0.5736842105263158,0.9678433378608426
30,9,0.49473684210526314,0.9678432624502598
30,11,0.5473684210526315,0.9678430262850127
33,7,0.4157894736842105,0.9678429439598591
14,2,0.3631578947368421,0.9678428535990307
21,7,0.49473684210526314,0.967842760239248
13,6,0.6,0.9678426450269562
16,6,0.5473684210526315,0.9678425740689245
32,9,0.5210526315789473,0.9678425637539979
17,1,0.1,0.9678425242353526
27,5,0.3368421052631579,0.9678424513758539
17,2,0.49473684210526314,0.9678423095911911
16,5,0.49473684210526314,0.9678422815844631
33,12,0.6,0.9678422350922539
27,12,0.5736842105263158,0.9678421702489601
29,9,0.46842105263157896,0.9678420483069253
33,5,0.31052631578947365,0.9678419017355263
33,7,0.3894736842105263,0.9678418161390452
23,10,0.5736842105263158,0.9678417802410668
27,10,0.49473684210526314,0.9678417588072573
22,5,0.3894736842105263,0.9678417170597252
15,5,0.5473684210526315,0.9678413781260458
25,1,0.3631578947368421,0.9678412443458622
33,3,0.44210526315789467,0.9678412262615301
14,5,0.6,0.9678411825266708
34,6,0.31052631578947365,0.9678411177045431
33,11,0.5736842105263158,0.9678410675289177
33,2,0.3631578947368421,0.9678409910332797
26,11,0.5473684210526315,0.9678408123046078
28,11,0.5210526315789473,0.9678406681456609
23,12,0.6,0.9678405322026117
22,11,0.5736842105263158,0.9678405299308012
23,8,0.3894736842105263,0.9678404802473397
21,3,0.5473684210526315,0.9678403960942098
27,6,0.28421052631578947,0.9678403842763313
13,3,0.5473684210526315,0.9678402738604185
25,11,0.5473684210526315,0.9678398929115832
31,5,0.3631578947368421,0.9678397936687367
31,1,0.20526315789473684,0.9678397000588933
29,7,0.3894736842105263,0.9678394958654708
31,7,0.44210526315789467,0.9678394522222269
27,3,0.4157894736842105,0.9678393562853672
24,11,0.5473684210526315,0.9678393186090508
22,10,0.6,0.967839299149517
18,3,0.3631578947368421,0.9678391943010428
15,2,0.31052631578947365,0.967839114711966
32,9,0.49473684210526314,0.9678391067630611
28,12,0.5736842105263158,0.9678390193529621
23,1,0.2578947368421053,0.9678388757347982
28,6,0.28421052631578947,0.9678387824727557
24,10,0.5736842105263158,0.9678387221042272
24,12,0.6,0.9678387036429524
25,5,0.3894736842105263,0.9678385559792003
23,7,0.3631578947368421,0.9678384888304612
26,10,0.5210526315789473,0.9678383962107525
34,12,0.6,0.9678382535390253
34,4,0.3631578947368421,0.9678381900398866
32,6,0.3368421052631579,0.9678380168893929
13,2,0.5473684210526315,0.9678379292209917
30,4,0.4157894736842105,0.9678378655877196
19,2,0.31052631578947365,0.9678376845089322
15,4,0.49473684210526314,0.9678373542891244
31,11,0.5736842105263158,0.9678372871118156
27,4,0.3894736842105263,0.967837133461802
26,12,0.6,0.9678371224325077
22,3,0.46842105263157896,0.96783706866745
33,10,0.6,0.9678369058645713
20,1,0.23157894736842105,0.9678368996582449
21,7,0.46842105263157896,0.9678367580945612
26,3,0.44210526315789467,0.9678367080828664
21,5,0.4157894736842105,0.967836643093874
17,7,0.5736842105263158,0.9678363420267141
19,6,0.3368421052631579,0.9678361047792579
21,6,0.46842105263157896,0.9678360861954577
16,2,0.3631578947368421,0.9678360158805668
21,2,0.6,0.9678359481061081
25,12,0.6,0.9678359070640823
32,10,0.6,0.9678356153298358
21,6,0.44210526315789467,0.9678355950253371
33,6,0.2578947368421053,0.9678353429089046
18,2,0.31052631578947365,0.9678352714737706
26,2,0.46842105263157896,0.9678350847155025
21,8,0.5736842105263158,0.9678348975549383
20,2,0.5736842105263158,0.9678348483904706
20,8,0.6,0.9678346827637845
32,4,0.44210526315789467,0.9678345236380137
27,11,0.49473684210526314,0.9678344557413697
17,4,0.4157894736842105,0.9678343915112689
30,7,0.44210526315789467,0.9678343549056423
29,11,0.5210526315789473,0.9678343470600443
15,8,0.5736842105263158,0.9678343256520923
30,10,0.5736842105263158,0.9678342878437047
33,9,0.46842105263157896,0.9678341288532448
29,3,0.44210526315789467,0.9678339172122244
28,4,0.3368421052631579,0.9678338749928121
31,12,0.6,0.9678336725596195
29,10,0.5473684210526315,0.9678332923273767
22,2,0.44210526315789467,0.9678329719390142
26,11,0.5210526315789473,0.967832712622427
25,7,0.3894736842105263,0.9678326175560178
20,7,0.49473684210526314,0.9678324991541265
34,5,0.3368421052631579,0.9678324843785837
23,5,0.3631578947368421,0.9678324258854085
23,6,0.3631578947368421,0.9678321007345244
15,2,0.28421052631578947,0.9678320786514463
27,12,0.5473684210526315,0.9678320063920934
30,3,0.49473684210526314,0.967831967450715
17,6,0.44210526315789467,0.9678318417565498
32,5,0.3631578947368421,0.9678315718786649
34,3,0.44210526315789467,0.9678315323469945
32,1,0.3631578947368421,0.9678314132303514
23,4,0.3631578947368421,0.9678313915961173
18,8,0.6,0.9678311276546104
32,7,0.44210526315789467,0.9678310523370734
30,6,0.3368421052631579,0.9678309720020153
21,8,0.5473684210526315,0.9678307444890449
19,7,0.5210526315789473,0.9678303769219344
28,5,0.31052631578947365,0.9678303276264026
28,9,0.44210526315789467,0.9678302779392569
18,4,0.31052631578947365,0.9678302521301816
25,10,0.5210526315789473,0.9678301872729465
30,8,0.4157894736842105,0.9678301597660458
32,3,0.49473684210526314,0.9678301105002883
20,4,0.3894736842105263,0.967829978003865
20,6,0.4157894736842105,0.9678298644193536
22,4,0.3368421052631579,0.9678297300144002
17,5,0.4157894736842105,0.967829334747861
25,4,0.4157894736842105,0.9678290757196666
27,9,0.44210526315789467,0.9678290375210623
30,9,0.46842105263157896,0.9678290172861375
23,12,0.5736842105263158,0.9678287582723795
28,7,0.4157894736842105,0.9678287006645676
25,11,0.5210526315789473,0.9678286766129296
30,1,0.20526315789473684,0.9678284123988701
20,8,0.5736842105263158,0.9678283183663455
16,5,0.46842105263157896,0.9678282804128403
23,10,0.5473684210526315,0.9678280922964082
23,11,0.5210526315789473,0.9678279383686229
14,2,0.3368421052631579,0.9678278057191458
22,11,0.5473684210526315,0.9678277752731911
34,1,0.17894736842105263,0.9678277298408666
22,9,0.46842105263157896,0.9678276847228121
26,1,0.31052631578947365,0.9678276478829404
18,6,0.3631578947368421,0.9678276412330686
24,5,0.3894736842105263,0.9678274753123725
24,4,0.3894736842105263,0.9678271656861182
29,12,0.5736842105263158,0.9678270417895687
24,1,0.3368421052631579,0.9678269912809552
18,7,0.5210526315789473,0.9678268834066599
26,7,0.3894736842105263,0.9678267393983193
32,12,0.6,0.9678261728149145
30,12,0.5736842105263158,0.9678261481762742
13,8,0.6,0.9678256993062808
13,2,0.5210526315789473,0.9678256310030976
22,7,0.3631578947368421,0.9678254545683121
25,3,0.46842105263157896,0.9678251550333041
34,4,0.3368421052631579,0.9678251034371692
19,3,0.3631578947368421,0.967825057931728
34,9,0.5736842105263158,0.9678250405278942
30,4,0.3894736842105263,0.9678249786184394
31,7,0.4157894736842105,0.9678248274210917
21,7,0.44210526315789467,0.9678248016250971
24,10,0.5473684210526315,0.9678246430192484
20,3,0.5210526315789473,0.967824480402865
17,7,0.5473684210526315,0.9678244371549978
26,12,0.5736842105263158,0.9678244218547181
22,6,0.3631578947368421,0.9678243116480075
22,12,0.6,0.9678237727359784
31,6,0.3368421052631579,0.9678237438141857
25,12,0.5736842105263158,0.9678235831927127
32,11,0.5736842105263158,0.9678234795201471
21,4,0.3894736842105263,0.9678232996915722
25,9,0.44210526315789467,0.9678232890006558
27,8,0.3894736842105263,0.967823270434313
24,12,0.5736842105263158,0.9678230615129679
20,2,0.5473684210526315,0.9678230348248009
19,8,0.6,0.9678229994112123
14,8,0.6,0.9678229720103414
34,9,0.5473684210526315,0.9678228599456907
18,8,0.5736842105263158,0.9678226937612375
19,1,0.20526315789473684,0.9678225866423192
31,4,0.4157894736842105,0.9678223791567075
14,3,0.46842105263157896,0.9678223079947202
20,7,0.46842105263157896,0.9678220593011094
22,10,0.5736842105263158,0.9678219267590207
28,11,0.49473684210526314,0.9678215191367572
21,6,0.4157894736842105,0.9678214691227672
24,11,0.5210526315789473,0.9678213649153169
32,4,0.4157894736842105,0.967821307268838
20,8,0.5473684210526315,0.9678210883136867
15,7,0.6,0.9678210767353781
30,11,0.5210526315789473,0.9678209587117518
27,2,0.1,0.9678205683994366
22,8,0.3894736842105263,0.967820507156824
31,8,0.4157894736842105,0.9678203079841756
24,3,0.46842105263157896,0.9678201439441203
27,7,0.3894736842105263,0.9678201191337185
26,5,0.3894736842105263,0.9678200298724184
29,4,0.3894736842105263,0.9678199433438182
14,2,0.31052631578947365,0.9678195028659812
16,2,0.3368421052631579,0.9678194955527206
29,6,0.31052631578947365,0.9678192617901364
28,4,0.31052631578947365,0.9678192227035164
21,2,0.5736842105263158,0.9678191310383393
16,3,0.4157894736842105,0.9678189976486664
21,3,0.5210526315789473,0.9678187544014746
16,4,0.44210526315789467,0.9678186933801922
28,12,0.5473684210526315,0.967818587214514
23,3,0.46842105263157896,0.9678183710617283
26,4,0.4157894736842105,0.9678182063068426
26,1,0.28421052631578947,0.9678181796145918
27,12,0.5210526315789473,0.9678181456387653
25,1,0.3368421052631579,0.9678181214028241
26,11,0.49473684210526314,0.9678180859867507
20,5,0.4157894736842105,0.9678176734613899
33,8,0.4157894736842105,0.9678174816507515
27,4,0.3631578947368421,0.9678174372843952
26,9,0.44210526315789467,0.9678174363585993
31,9,0.46842105263157896,0.9678173623227224
15,2,0.2578947368421053,0.9678172431294573
12,8,0.6,0.9678171734959705
28,10,0.5210526315789473,0.9678170684983106
23,11,0.49473684210526314,0.9678170327074386
34,7,0.44210526315789467,0.9678169375817495
16,6,0.5210526315789473,0.9678167561775968
14,4,0.6,0.9678164835252099
28,3,0.3368421052631579,0.9678163860810463
28,3,0.3894736842105263,0.9678161773938024
14,2,0.28421052631578947,0.9678159947917491
22,3,0.44210526315789467,0.9678159869645455
22,2,0.4157894736842105,0.9678155579553585
25,11,0.49473684210526314,0.9678153738086778
33,3,0.4157894736842105,0.967815357933422
21,7,0.4157894736842105,0.9678147370767644
19,4,0.28421052631578947,0.9678146313104194
32,7,0.4157894736842105,0.9678145891394242
25,10,0.49473684210526314,0.9678144961813425
19,5,0.31052631578947365,0.9678144209760338
30,4,0.3631578947368421,0.9678141949578362
29,2,0.31052631578947365,0.9678140340519267
17,8,0.6,0.9678139727731216
16,2,0.31052631578947365,0.9678139602288818
26,10,0.49473684210526314,0.9678139230913986
19,8,0.5736842105263158,0.9678138626423347
23,2,0.5210526315789473,0.9678135014608159
18,8,0.5473684210526315,0.9678133299138872
33,5,0.28421052631578947,0.9678131823916408
23,10,0.5210526315789473,0.9678130596467026
31,10,0.5736842105263158,0.9678129653906591
28,8,0.3894736842105263,0.9678129573538027
31,2,0.44210526315789467,0.9678128676777445
19,2,0.28421052631578947,0.9678125670667362
21,8,0.5210526315789473,0.9678123332874816
18,1,0.6,0.9678122199023326
32,8,0.4157894736842105,0.967812170710477
23,9,0.44210526315789467,0.9678119640963444
32,9,0.46842105263157896,0.9678119414113919
26,12,0.5473684210526315,0.9678118204725181
33,12,0.5736842105263158,0.9678118057208638
30,10,0.5473684210526315,0.9678117677532068
28,3,0.31052631578947365,0.9678117446567751
32,6,0.31052631578947365,0.9678117365929592
19,7,0.49473684210526314,0.967811664837832
31,11,0.5473684210526315,0.9678115843737626
22,11,0.5210526315789473,0.9678115215610552
29,4,0.3631578947368421,0.9678110915687752
20,2,0.5210526315789473,0.9678106341700802
34,11,0.6,0.9678106064296436
20,7,0.44210526315789467,0.967810427840943
20,4,0.3631578947368421,0.9678103180085278
18,2,0.28421052631578947,0.9678101353963464
14,6,0.5736842105263158,0.9678101029161865
34,2,0.3368421052631579,0.9678098260796174
27,10,0.46842105263157896,0.967809727079069
21,4,0.3631578947368421,0.9678097245298022
34,9,0.5210526315789473,0.96780968919823
24,11,0.49473684210526314,0.9678093337144733
33,11,0.5473684210526315,0.9678091909261155
30,6,0.31052631578947365,0.9678091345090015
18,7,0.49473684210526314,0.9678088351964035
18,5,0.31052631578947365,0.9678088247615698
12,3,0.5736842105263158,0.9678087736793514
26,8,0.3894736842105263,0.9678086107261096
17,8,0.5736842105263158,0.9678083625230843
34,13,0.6,0.9678081229809509
14,2,0.2578947368421053,0.9678081088331457
31,12,0.5736842105263158,0.9678079753566722
34,3,0.4157894736842105,0.9678079432877663
30,3,0.46842105263157896,0.9678078505962302
19,8,0.5473684210526315,0.9678076906425078
17,6,0.4157894736842105,0.9678076463357992
29,1,0.1,0.9678075798117877
25,2,0.49473684210526314,0.9678074640273424
34,10,0.6,0.9678073288863958
30,2,0.3894736842105263,0.9678072029789115
26,6,0.3631578947368421,0.9678071832608088
25,6,0.3631578947368421,0.9678071318519442
14,8,0.5736842105263158,0.9678070827813087
16,5,0.44210526315789467,0.9678069368677727
33,10,0.5736842105263158,0.9678068318500264
29,10,0.5210526315789473,0.9678068146417469
20,6,0.3894736842105263,0.9678066960943513
29,11,0.49473684210526314,0.9678066105025707
31,7,0.3894736842105263,0.9678065977474917
28,3,0.3631578947368421,0.9678065250805301
27,11,0.46842105263157896,0.9678064192400326
23,7,0.3368421052631579,0.967806250902173
24,2,0.49473684210526314,0.9678060477985092
24,9,0.44210526315789467,0.9678060414537605
27,5,0.31052631578947365,0.9678055055312982
32,2,0.44210526315789467,0.9678054599904929
18,8,0.5210526315789473,0.9678054141918243
20,7,0.4157894736842105,0.9678052763343281
17,5,0.3894736842105263,0.9678049661570048
28,4,0.28421052631578947,0.9678049498344001
29,5,0.3368421052631579,0.9678049288114042
25,12,0.5473684210526315,0.9678047556172867
13,8,0.5736842105263158,0.9678047457041159
21,5,0.3894736842105263,0.9678046952591318
31,6,0.31052631578947365,0.9678045299406518
30,2,0.3631578947368421,0.9678043613800212
29,12,0.5473684210526315,0.9678041472499701
20,8,0.5210526315789473,0.9678041149215982
34,2,0.31052631578947365,0.96780406031229
32,12,0.5736842105263158,0.9678040364142868
21,2,0.5473684210526315,0.9678039080901323
17,2,0.46842105263157896,0.967803741453
21,1,0.20526315789473684,0.9678037111016938
34,5,0.31052631578947365,0.9678034377455009
29,9,0.44210526315789467,0.9678033461279488
28,10,0.49473684210526314,0.9678031967719278
25,8,0.3894736842105263,0.9678031474621631
31,10,0.5473684210526315,0.9678029330919921
22,12,0.5736842105263158,0.9678027759925236
13,3,0.5210526315789473,0.9678027004377333
34,12,0.5736842105263158,0.9678024909880655
17,8,0.5473684210526315,0.9678024268942099
26,10,0.46842105263157896,0.9678024209057238
29,8,0.3894736842105263,0.9678024110367863
21,9,0.6,0.9678022719870535
24,10,0.5210526315789473,0.9678022644939515
15,5,0.5210526315789473,0.9678020931765727
31,3,0.46842105263157896,0.9678018934064432
26,5,0.3631578947368421,0.9678018607079361
31,4,0.3894736842105263,0.9678018161504052
27,6,0.2578947368421053,0.9678014029812655
13,2,0.49473684210526314,0.9678013781618218
24,12,0.5473684210526315,0.9678012379315134
33,1,0.17894736842105263,0.9678012211764968
18,3,0.3368421052631579,0.9678010827904744
24,5,0.3631578947368421,0.9678010761736305
21,8,0.49473684210526314,0.9678010602310138
34,8,0.4157894736842105,0.96780102873454
20,3,0.49473684210526314,0.9678009958981745
15,6,0.5473684210526315,0.9678009194592816
25,5,0.3631578947368421,0.9678008392090092
20,2,0.49473684210526314,0.9678007344228202
21,6,0.3894736842105263,0.96780072784632
15,2,0.23157894736842105,0.9678007212985388
33,9,0.44210526315789467,0.9678005028477902
25,10,0.46842105263157896,0.9678004156725329
15,3,0.4157894736842105,0.9678003766762854
30,10,0.5210526315789473,0.9678003759239238
30,12,0.5473684210526315,0.9678003718331658
15,8,0.5473684210526315,0.9678003693684335
24,8,0.3894736842105263,0.9678003197942066
16,6,0.49473684210526314,0.9678002668717741
27,10,0.44210526315789467,0.9678002389816217
33,2,0.3368421052631579,0.9678000192194711
18,7,0.46842105263157896,0.9677997387408926
32,10,0.5736842105263158,0.967799630281241
28,12,0.5210526315789473,0.9677996235080862
19,1,0.17894736842105263,0.9677992660877074
32,10,0.5473684210526315,0.9677990097868231
26,1,0.2578947368421053,0.9677988802535564
23,6,0.3368421052631579,0.9677987248609518
19,8,0.5210526315789473,0.9677986670118026
33,10,0.5473684210526315,0.9677985549128112
32,11,0.5473684210526315,0.9677984954113537
29,3,0.4157894736842105,0.9677984723594937
32,7,0.3894736842105263,0.9677983615808278
33,4,0.31052631578947365,0.9677981753261417
12,8,0.5736842105263158,0.9677981725929704
32,1,0.3368421052631579,0.9677980274414482
21,7,0.3894736842105263,0.967797823501012
19,2,0.2578947368421053,0.9677976099111508
16,7,0.6,0.967797434407309
23,12,0.5473684210526315,0.9677972980851223
33,10,0.5210526315789473,0.9677968969195566
32,1,0.31052631578947365,0.967796609755942
22,10,0.5473684210526315,0.9677965034472655
25,7,0.3631578947368421,0.9677964918498251
14,2,0.23157894736842105,0.9677964877378222
22,3,0.4157894736842105,0.9677964125956048
20,1,0.20526315789473684,0.9677963206851683
19,7,0.46842105263157896,0.9677962594619227
21,3,0.49473684210526314,0.9677961388320779
16,2,0.28421052631578947,0.9677961318135191
14,5,0.5736842105263158,0.9677960685681881
23,10,0.49473684210526314,0.9677960676882452
23,3,0.44210526315789467,0.9677958740794027
13,6,0.5736842105263158,0.9677958165860152
23,2,0.49473684210526314,0.9677957494676195
29,10,0.49473684210526314,0.9677957144694619
19,6,0.31052631578947365,0.9677956300923473
28,6,0.2578947368421053,0.9677954703276496
11,8,0.6,0.9677953351683201
20,8,0.49473684210526314,0.9677952257818359
17,7,0.5210526315789473,0.9677949693223782
30,3,0.44210526315789467,0.9677946769937726
28,7,0.3894736842105263,0.9677946047196487
27,7,0.3631578947368421,0.9677944377333894
19,1,0.15263157894736842,0.9677944313961919
30,5,0.3631578947368421,0.9677944046677398
18,8,0.49473684210526314,0.9677942481322194
17,8,0.5210526315789473,0.9677941680972313
22,2,0.3894736842105263,0.9677940994373392
30,9,0.44210526315789467,0.9677940456373687
17,4,0.3894736842105263,0.9677940354603974
29,6,0.28421052631578947,0.9677937485027424
22,9,0.44210526315789467,0.9677936743342642
24,3,0.44210526315789467,0.9677935702633328
29,2,0.28421052631578947,0.9677935688402848
34,11,0.5736842105263158,0.9677932652478395
25,3,0.44210526315789467,0.9677931917929037
21,2,0.5210526315789473,0.9677929304998218
33,3,0.3894736842105263,0.9677927946061019
31,5,0.3368421052631579,0.9677926478279657
25,4,0.3894736842105263,0.9677925859348778
33,7,0.3631578947368421,0.967792518193957
31,1,0.17894736842105263,0.9677924437597578
32,1,0.2578947368421053,0.9677916589390732
19,3,0.3368421052631579,0.9677916266941418
18,1,0.5736842105263158,0.9677914140793518
33,6,0.23157894736842105,0.9677911582851695
34,4,0.31052631578947365,0.9677910381727799
20,7,0.3894736842105263,0.9677908103091124
14,8,0.5473684210526315,0.9677906805631018
17,3,0.46842105263157896,0.9677906113043723
26,2,0.44210526315789467,0.9677905030903958
27,12,0.49473684210526314,0.9677904508472165
28,11,0.46842105263157896,0.9677903852125974
18,2,0.2578947368421053,0.9677903022113316
18,6,0.3368421052631579,0.9677902355303527
14,7,0.6,0.9677901954087443
31,7,0.3631578947368421,0.9677901617842717
26,11,0.46842105263157896,0.9677897155745987
30,10,0.49473684210526314,0.9677896102810363
19,7,0.44210526315789467,0.9677894907377189
18,1,0.5473684210526315,0.967789439438058
18,7,0.44210526315789467,0.9677890960485352
26,12,0.5210526315789473,0.9677889283836751
24,6,0.3631578947368421,0.9677886258241757
13,5,0.6,0.967788594241907
18,9,0.6,0.9677885328518374
16,2,0.2578947368421053,0.9677880961603983
25,2,0.46842105263157896,0.9677880649685874
17,2,0.44210526315789467,0.9677879154136256
